name,rating,reviews,location,salery,interview,job_ava
C.R.I. Pumps,3.8,809,Industrial Machinery | Coimbatore +67 other locations,2.7k,30,19
OCS Group,4.1,808,Facility Management Services | Mumbai +54 other locations,2.5k,48,11
AuthBridge Research Services,3.4,808,IT Services & Consulting | Gurgaon / Gurugram +22 other locations,3.1k,48,10
Re Sustainability Limited,3.9,808,Waste Management | Hyderabad / Secunderabad +81 other locations,2.8k,51,42
ACL Digital,3.6,807,IT Services & Consulting | Bangalore / Bengaluru +25 other locations,6.1k,86,39
Nlb Services,3.7,805,IT Services & Consulting | Noida +21 other locations,3.1k,31,--
Labmentix,4.5,805,Bangalore / Bengaluru +20 other locations,18,269,--
Brane Enterprises,1.9,803,Software Product | Hyderabad / Secunderabad +12 other locations,3.4k,138,--
Technip Energies,4.0,803,Engineering & Construction | Noida +37 other locations,4.5k,82,23
Ashirvad Pipes,3.9,802,Building Material | Bangalore / Bengaluru +100 other locations,2.8k,62,10
Silaris Informations,3.1,802,BPO | New Delhi +22 other locations,2.7k,51,3
Steag Energy Services,4.2,799,Power | Jharsuguda +57 other locations,2.7k,44,7
Psp Projects,3.8,799,Engineering & Construction | Ahmedabad +54 other locations,2.7k,66,20
Musashi Auto Parts,3.8,797,Auto Components | Rewari +24 other locations,2.9k,35,--
Sanden Vikas,4.0,795,Auto Components | Faridabad +30 other locations,2.7k,50,--
Epsilon,3.7,795,Marketing & Advertising | Bangalore / Bengaluru +14 other locations,6.9k,101,266
RAMTeCH Software Solutions,3.6,794,IT Services & Consulting | Hyderabad / Secunderabad +34 other locations,3.2k,43,7
Torry Harris Integration Solutions,4.3,794,IT Services & Consulting | Bangalore / Bengaluru +11 other locations,4.5k,183,13
Athena BPO,3.3,793,BPO | Mumbai +34 other locations,2.7k,54,4
Target,4.2,791,Retail | Bangalore / Bengaluru +17 other locations,5.9k,126,37
Mahindra Tractors,4.1,790,Automobile | Nagpur +125 other locations,2.5k,48,--
LanceSoft,3.3,789,Recruitment | Hyderabad / Secunderabad +28 other locations,4.7k,65,4
H&M,3.8,789,Fashion & Textile | Bangalore / Bengaluru +55 other locations,2.8k,116,364
Navayuga Engineering Company,3.9,789,Engineering & Construction | Hyderabad / Secunderabad +65 other locations,2.3k,52,5
Skipper,3.7,789,Industrial Machinery | Kolkata +79 other locations,2.8k,55,20
MOURI Tech,3.6,788,IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,5.9k,71,97
Vijay Sales,4.1,787,Retail | Mumbai +50 other locations,2.6k,57,17
Royal Sundaram General Insurance,3.8,787,Insurance | Chennai +102 other locations,2.6k,23,15
National Health Mission,3.5,786,Healthcare | Guwahati +263 other locations,2.3k,31,--
Guardian India,3.8,786,Insurance | Chennai +13 other locations,4.3k,61,12
Panacea Biotec,3.7,785,Biotechnology | Baddi +65 other locations,2.7k,63,26
CIEL HR,3.9,785,Recruitment | Bangalore / Bengaluru +102 other locations,2.8k,64,--
Lumen Technologies,4.0,784,Hardware & Networking | Bangalore / Bengaluru +13 other locations,4k,54,16
HP India,3.9,784,Consumer Electronics & Appliances | Bangalore / Bengaluru +58 other locations,5.4k,159,5
Skill Lync,3.1,783,EdTech | Chennai +17 other locations,3.6k,92,--
Qinecsa Solutions,2.9,783,Clinical Research | Mysuru / Mysore +19 other locations,2.8k,61,4
Bank of India,3.8,783,Banking | Mumbai +169 other locations,2.7k,50,--
Ramco Systems,3.9,783,Software Product | Chennai +27 other locations,5.2k,70,5
FIITJEE,3.2,781,Education & Training | New Delhi +48 other locations,2k,56,2
Ups Logistics,3.5,781,Logistics | Pune +37 other locations,4k,79,462
Edubridge Learning,4.0,780,EdTech | Mumbai +63 other locations,1.3k,64,22
Intellipaat Software Solutions,3.7,780,Bangalore / Bengaluru +15 other locations,1.8k,171,1
Intex Technologies,3.8,779,Consumer Electronics & Appliances | New Delhi +75 other locations,1.4k,17,5
Fluor Corporation,4.1,779,Engineering & Construction | Gurgaon / Gurugram +25 other locations,1.7k,28,7
Freshworks,3.4,779,Software Product | Chennai +47 other locations,6.5k,175,63
Shilpa Medicare,3.5,778,Pharma | Hyderabad / Secunderabad +30 other locations,3.7k,55,2
Tata Starbucks,4.2,778,Hospitality | Mumbai +50 other locations,1.8k,56,285
Orient Electric,3.6,778,Consumer Electronics & Appliances | New Delhi +74 other locations,3k,51,68
Medusind Solutions,3.5,777,IT Services & Consulting | Chennai +11 other locations,2.9k,33,17
Rico Auto Industries,3.8,777,Auto Components | Gurgaon / Gurugram +30 other locations,3.4k,54,1
"Commonwealth Bank of Australia, India",3.1,777,Financial Services | Bangalore / Bengaluru +13 other locations,6.6k,105,7
KGISL,3.1,776,IT Services & Consulting | Coimbatore +19 other locations,5.2k,91,17
Investors Clinic,3.8,776,Real Estate | Noida +33 other locations,1.5k,72,25
Parag Milk Foods,4.2,776,Food Processing | Mumbai +90 other locations,2.4k,71,19
Ford Business Solutions,4.1,775,IT Services & Consulting | Chennai +47 other locations,3.9k,52,19
Fareportal,3.2,774,Internet | Gurgaon / Gurugram +13 other locations,3.6k,34,3
Greenlam Industries,4.1,774,Furniture & Furnishing | New Delhi +105 other locations,2.9k,55,6
Tata Hitachi Construction Machinery,4.0,773,Industrial Machinery | Kharagpur +72 other locations,3k,65,--
National Payments Corporation of India,3.7,774,FinTech | Mumbai +11 other locations,3.8k,94,49
Thryve Digital,3.8,773,IT Services & Consulting | Chennai +7 other locations,5.4k,75,49
Shaktiman Tirth Agro Technology,3.9,773,Industrial Machinery | Rajkot +60 other locations,2.8k,53,--
Jaya Hind Industries,3.6,772,Auto Components | Pune +34 other locations,2.6k,58,--
Swaraj Tractors,4.1,772,Automobile | Mohali +95 other locations,2.8k,37,--
Better.com,2.9,771,Financial Services | Gurgaon / Gurugram +11 other locations,3.9k,55,19
Ageas Federal Life Insurance,3.6,770,Insurance | Mumbai +121 other locations,2.2k,52,18
eTeam,3.1,769,Recruitment | Bangalore / Bengaluru +20 other locations,3.4k,49,9
Carborundum Universal Limited,3.8,768,Metals & Mining | Chennai +112 other locations,3.3k,38,--
WSP,4.2,767,Management Consulting | Bangalore / Bengaluru +30 other locations,3k,103,--
Huhtamaki,3.9,766,Packaging | Mumbai +38 other locations,2.6k,24,6
Acme Cleantech Solutions,3.8,766,Industrial Machinery | Gurgaon / Gurugram +93 other locations,2.5k,62,--
Artech Infosystems,3.3,765,Recruitment | Bangalore / Bengaluru +21 other locations,3.8k,80,1
Cigniti Technologies,3.7,764,IT Services & Consulting | Hyderabad / Secunderabad +9 other locations,6.9k,84,--
Apar Industries,4.1,763,Semiconductors | Mumbai +67 other locations,3.2k,51,3
NTT,3.9,762,IT Services & Consulting | Mumbai +41 other locations,4.7k,62,1
Dunzo,3.4,762,Internet | Bangalore / Bengaluru +20 other locations,3.1k,71,--
IMPACT Infotech,3.4,761,IT Services & Consulting | Mumbai +70 other locations,2.6k,41,--
Nexdigm,3.8,761,Management Consulting | Pune +12 other locations,3.2k,60,452
Border Security Force,4.4,760,Law Enforcement & Security | New Delhi +106 other locations,1.4k,15,--
Union Bank of India,3.9,760,Banking | Mumbai +142 other locations,2.7k,35,--
Integra Software Services,3.7,760,IT Services & Consulting | Pondicherry / Puducherry +18 other locations,2.9k,40,36
Rohan Builders,4.1,758,Real Estate | Pune +68 other locations,2.1k,52,54
Bill Gosling Outsourcing India,3.4,757,BPO | Gurgaon / Gurugram +13 other locations,2.8k,46,22
Greaves Cotton,4.0,757,Auto Components | Aurangabad +46 other locations,2.8k,27,11
Teamware Solutions,4.1,757,Recruitment | Hyderabad / Secunderabad +25 other locations,3.1k,60,56
MAS Financial Services,3.7,757,NBFC | Ahmedabad +128 other locations,2k,50,62
M3M India,4.0,756,Real Estate | Gurgaon / Gurugram +9 other locations,2.9k,57,9
1 India Family Mart,4.7,754,Retail | New Delhi +98 other locations,1.5k,38,3
Sona Comstar,4.0,752,Auto Components | Gurgaon / Gurugram +20 other locations,3.5k,69,--
Forever Living Products,4.2,751,Fitness & Wellness | Mumbai +95 other locations,1.4k,74,--
Bpo Convergence,3.5,751,BPO | Hyderabad / Secunderabad +36 other locations,1.9k,59,1
Fedbank Financial Services,4.0,751,NBFC | Mumbai +157 other locations,3k,42,4
IDEMIA,3.8,751,Electronics Manufacturing | Noida +47 other locations,3.7k,54,55
Luxoft,3.6,748,IT Services & Consulting | Bangalore / Bengaluru +22 other locations,4.8k,134,401
Rodic Consultants,4.2,747,Engineering & Construction | Patna +130 other locations,1.8k,42,8
SLK Global Services,3.8,746,BPO | Bangalore / Bengaluru +8 other locations,2.7k,32,--
Linde India,3.9,745,Oil & Gas | Vadodara +53 other locations,3.5k,54,--
JSW Paints,3.9,745,Chemicals | Mumbai +151 other locations,2.8k,89,4
Porter,3.7,745,Internet | Bangalore / Bengaluru +28 other locations,3.3k,95,22
Sunbeam Auto,3.8,745,Auto Components | Gurgaon / Gurugram +29 other locations,2.9k,48,--
Tata Power Solar,4.1,744,Power | Bangalore / Bengaluru +83 other locations,2.8k,78,--
Orion Edutech,3.1,742,EdTech | Kolkata +112 other locations,1.4k,20,1
Alorica,3.1,741,BPO | Bangalore / Bengaluru +15 other locations,2.6k,87,26
CADD Centre Training Services,3.9,741,Education & Training | Chennai +132 other locations,2k,37,14
Qualitest,3.5,741,IT Services & Consulting | Bangalore / Bengaluru +21 other locations,6.4k,87,2
Clarivate,3.7,739,Analytics & KPO | Bangalore / Bengaluru +15 other locations,5.7k,90,91
Franklin Templeton Investments,4.0,739,Financial Services | Hyderabad / Secunderabad +32 other locations,3.9k,30,57
Engineers India,4.2,738,New Delhi +80 other locations,3.3k,81,10
Indo Autotech,3.8,738,Auto Components | Faridabad +31 other locations,2.7k,47,3
Hitachi,4.0,738,Industrial Machinery | Bangalore / Bengaluru +81 other locations,4.4k,88,33
Eris Lifesciences,3.7,738,Pharma | Ahmedabad +86 other locations,2.3k,41,2
Eveready Industries,3.8,736,Consumer Electronics & Appliances | Kolkata +95 other locations,2.3k,38,6
IBS Software Services,3.6,736,Software Product | Kochi +18 other locations,6.2k,116,36
Quatrro Business Support Services,3.3,736,Gurgaon / Gurugram +13 other locations,2.4k,59,20
Maveric Systems,3.4,736,IT Services & Consulting | Chennai +10 other locations,7.2k,127,3
Sutherland Healthcare Solutions,3.7,736,Analytics & KPO | Hyderabad / Secunderabad +12 other locations,3.6k,48,--
India Shelter Finance Corporation,3.8,733,NBFC | Gurgaon / Gurugram +161 other locations,2.1k,33,5
Microtek International,3.7,733,Consumer Electronics & Appliances | New Delhi +111 other locations,2.6k,47,4
Vertex Customer Solutions,3.8,732,IT Services & Consulting | Chennai +33 other locations,1.1k,15,--
Poly Medicure,3.6,732,Medical Equipment | Faridabad +38 other locations,2.7k,72,28
Samsung E&A,4.0,731,Engineering & Construction | Noida +48 other locations,2.2k,68,1
First Advantage,3.5,731,Recruitment | Bangalore / Bengaluru +12 other locations,5k,29,51
Rockwell Automation,3.6,731,Industrial Automation | Pune +22 other locations,5.1k,82,38
Baxter International,3.9,731,Healthcare | Bangalore / Bengaluru +29 other locations,3.4k,45,36
THE LEELA PALACES HOTELS & RESORTS,4.0,731,Hospitality | New Delhi +32 other locations,2.2k,31,5
BNP Paribas India Solutions,3.7,731,IT Services & Consulting | Mumbai +9 other locations,6.2k,75,3
JK Paper,3.9,730,Pulp & Paper | Rayagada +50 other locations,2.7k,57,--
ffreedom app,3.5,730,Internet | Bangalore / Bengaluru +26 other locations,1.4k,65,--
Times Internet,3.4,729,Internet | Noida +24 other locations,5.3k,73,17
UKG,3.0,729,Software Product | Noida +11 other locations,5.3k,118,47
Simplilearn,3.1,729,EdTech | Bangalore / Bengaluru +9 other locations,4.5k,112,31
Careernet,3.6,728,Recruitment | Bangalore / Bengaluru +23 other locations,4.5k,43,8
Casagrand,3.8,728,Real Estate | Chennai +17 other locations,3.7k,68,41
Rallis India,4.1,728,Agro Chemicals | Ankleshwar +107 other locations,2.4k,42,--
Zydus Healthcare,3.9,728,Pharma | Mumbai +98 other locations,2.2k,59,--
Advik Hi Tech,3.7,726,Auto Components | Pune +26 other locations,2.9k,54,7
JioStar,3.6,726,Mumbai +41 other locations,4.4k,57,17
HSBC Software Development,4.1,726,Pune +8 other locations,8.1k,24,--
K Raheja Corp,4.2,724,Real Estate | Mumbai +17 other locations,2.8k,60,27
PUMA,4.1,723,Fashion & Textile | Bangalore / Bengaluru +95 other locations,2.5k,64,15
Progressive Infotech,3.3,723,IT Services & Consulting | Noida +63 other locations,2.7k,41,26
Syneos Health,3.7,723,Clinical Research | Gurgaon / Gurugram +13 other locations,3.3k,54,145
BDR Pharmaceuticals International,4.1,722,Pharma | Vadodara +22 other locations,1.8k,107,13
Metso,4.1,722,Metals & Mining | Alwar +46 other locations,2.8k,75,2
Wipro PARI,3.3,721,Industrial Automation | Pune +24 other locations,3.1k,55,24
Cohance Lifesciences,3.8,720,Pharma | Hyderabad / Secunderabad +22 other locations,2.4k,34,--
Ather Energy,4.1,720,Automobile | Bangalore / Bengaluru +58 other locations,3.9k,65,13
Indusind Marketing & Financial Services,3.8,720,Financial Services | Chennai +266 other locations,1.5k,28,--
Bitwise Solutions,3.9,719,IT Services & Consulting | Pune +8 other locations,4.4k,55,10
Motherson Sumi Wiring,3.7,719,Electrical Equipment | Noida +38 other locations,2.9k,75,--
Wipro Infrastructure Engineering,3.7,717,Industrial Machinery | Bangalore / Bengaluru +38 other locations,3.7k,60,6
Zidio Development,4.5,716,IT Services & Consulting | Bangalore / Bengaluru +34 other locations,85,152,--
Denave,3.5,716,Marketing & Advertising | Noida +66 other locations,2.6k,45,163
Mswipe Technologies,3.1,716,FinTech | Mumbai +92 other locations,2.4k,33,19
RR kabel,4.1,715,Electrical Equipment | Vadodara +108 other locations,2.7k,60,--
Fleetguard Filters,4.2,715,Auto Components | Pune +85 other locations,2.6k,49,18
Wipro Consumer Care & Lighting,3.7,715,FMCG | Bangalore / Bengaluru +109 other locations,3.5k,70,6
Pratap Technocrats,3.8,715,Telecom | Ahmedabad +116 other locations,1.8k,30,--
DBG Technology,3.7,715,Electronics Manufacturing | Rewari +24 other locations,2k,78,1
Principal Global Services,3.8,715,Insurance | Pune +11 other locations,5.1k,76,42
Hitachi Digital Services,3.5,714,IT Services & Consulting | Hyderabad / Secunderabad +14 other locations,1.8k,65,103
Lea Associates South Asia,4.2,714,Engineering & Construction | New Delhi +131 other locations,1.8k,28,--
Axtria,2.9,713,Software Product | Gurgaon / Gurugram +8 other locations,6.8k,131,9
McDermott International,4.2,713,Engineering & Construction | Chennai +32 other locations,3.5k,58,34
Truhome Finance,3.7,712,FinTech | Mumbai +147 other locations,2.3k,55,24
XcelServ Solutions,4.4,711,IT Services & Consulting | New Delhi +33 other locations,418,11,--
Z X Learning,4.4,711,EdTech | Lucknow +89 other locations,357,44,--
Radical Minds,2.7,711,BPO | Gurgaon / Gurugram +12 other locations,2.5k,62,--
Sykes Business Services Of India,3.3,710,BPO | Hyderabad / Secunderabad +18 other locations,2.6k,53,21
Assystem,3.5,710,Power | Chennai +67 other locations,1.9k,48,4
Veradigm,3.8,710,Software Product | Pune +8 other locations,3.6k,43,33
Amadeus,3.7,709,Software Product | Bangalore / Bengaluru +14 other locations,6.7k,119,33
Satya MicroCapital,3.6,710,Financial Services | New Delhi +165 other locations,2k,60,4
Prama Hikvision India,3.6,708,Electronics Manufacturing | Mumbai +52 other locations,2.9k,59,3
RenewBuy,3.4,707,Internet | Gurgaon / Gurugram +102 other locations,2.7k,53,5
Creambell,3.9,707,Food Processing | New Delhi +103 other locations,2k,43,8
Somany Ceramics,4.1,706,Building Material | New Delhi +79 other locations,2.6k,21,30
GirnarSoft,3.6,705,IT Services & Consulting | Gurgaon / Gurugram +51 other locations,3.4k,35,10
ESL Steel,3.9,704,Iron & Steel | Bokaro +24 other locations,2.1k,36,--
Sharda Motor Industries,3.8,704,Auto Components | Chennai +25 other locations,2.7k,47,14
Bses Rajdhani Power,3.7,703,Power | New Delhi +19 other locations,2.6k,52,1
Finolex Cables,3.8,703,Electrical Equipment | Pune +73 other locations,2.5k,44,13
Toyo Engineering,4.0,703,Engineering & Construction | Mumbai +38 other locations,3.5k,56,1
Primus Global Technologies,3.7,703,IT Services & Consulting | Bangalore / Bengaluru +28 other locations,2.9k,24,37
Novac Technology Solutions,3.6,702,Software Product | Chennai +24 other locations,4.9k,72,29
Victora Auto Private Limited,3.9,701,Auto Components | Faridabad +28 other locations,3k,39,--
IFFCO,4.0,700,Agro Chemicals | New Delhi +106 other locations,1.8k,45,--
India Cements,3.8,700,Building Material | Chennai +86 other locations,2.6k,51,2
KMV Projects Limited,4.3,700,Engineering & Construction | Hyderabad / Secunderabad +60 other locations,2.1k,27,3
Northcorp Software,4.7,699,IT Services & Consulting | Gurgaon / Gurugram +7 other locations,199,483,7
LifeCell International,3.4,699,Biotechnology | Chennai +74 other locations,2.7k,51,64
Galfar,4.0,699,Engineering & Construction | Muscat +40 other locations,1.8k,30,--
Praj Industries,4.1,698,Biotechnology | Pune +40 other locations,3k,40,32
UnitedLex,2.8,698,Analytics & KPO | New Delhi +8 other locations,3.5k,72,84
Central Industrial Security Force,4.3,698,Law Enforcement & Security | New Delhi +84 other locations,1.8k,22,--
Fidelity International,3.6,698,Financial Services | Gurgaon / Gurugram +13 other locations,5.2k,56,98
Action Construction Equipment,3.7,697,Industrial Machinery | Faridabad +53 other locations,2.7k,64,--
DuPont,4.2,697,Waste Management | Hyderabad / Secunderabad +47 other locations,2.9k,45,9
Hilti,3.5,695,Industrial Machinery | Gurgaon / Gurugram +46 other locations,3.2k,66,59
Sun Life Financial,3.9,695,Financial Services | Gurgaon / Gurugram +12 other locations,4.1k,52,86
OLX,3.8,694,Internet | Gurgaon / Gurugram +56 other locations,3.2k,64,6
Allied Digital Services,3.2,694,IT Services & Consulting | Mumbai +52 other locations,3k,61,--
Embibe,3.5,694,Bangalore / Bengaluru +20 other locations,2.7k,61,--
Rackspace,3.7,694,IT Services & Consulting | Gurgaon / Gurugram +15 other locations,4.2k,82,86
Mott MacDonald,4.1,694,Management Consulting | Mumbai +48 other locations,2.5k,52,202
uFaber,2.5,694,Education & Training | Mumbai +24 other locations,1.4k,53,4
Toppr,3.4,693,EdTech | Mumbai +42 other locations,3.3k,66,--
Jai Balaji Group,3.2,693,Iron & Steel | Durgapur +37 other locations,3k,50,--
Waaree Energies,4.0,693,Power | Surat +49 other locations,2.9k,70,16
Chennai Radha Engineering Works,3.8,692,Engineering & Construction | Chennai +52 other locations,2.2k,32,4
Ask Automotive,4.1,692,Auto Components | Gurgaon / Gurugram +27 other locations,2.9k,34,--
Integreon,3.2,691,Legal | Mumbai +11 other locations,3.9k,52,53
Creative Synergies Group,4.1,690,IT Services & Consulting | Bangalore / Bengaluru +9 other locations,2.1k,28,4
